KdNr;Kurzname;Name1;Name2;KdId;Status;
"47";"Buer";"St. Marien-Hospital Gelsenkirchen-Buer gGmbH";;"26";"aktiv";
"44";"MEDSTAT";"MEDSTAT (Europe) S.A. Luxemburg";"Niederlassung Düsseldorf";"25";"aktiv";
"42";"Bethel-Lichterfelde";"Krankenhaus Bethel-Lichterfelde";;"24";"inaktiv";
"41";"Veramed-Klinik";"Veramed-Klinik am Tannenberg";;"23";"inaktiv";
"40";"Pelzerhaken";"Kinderzentrum Pelzerhaken";;"22";"inaktiv";
"39";"i-SOLUTIONS (i-SOFT)";"Melsalvo Mannheim GmbH";;"21";"inaktiv";
"500";"GEOS";"Gesellschaft für den Einsatz offener Systeme mbH";;"1173";"aktiv";
"38";"Bremen-Mitte";"Gesundheit Nord gGmbH";"Klinikum Bremen-Mitte";"20";"inaktiv";
"37";"SBG";"SBG - Software & Beratung im Ges.wesen";;"19";"inaktiv";
"36";"Gardelegen";"Altmark-Klinikum Gardelegen";;"18";"inaktiv";
"34";"HELIOS Krefeld";"HELIOS Klinikum Krefeld";;"17";"aktiv";
"33";"Stolberg";"Bethlehem Gesundheitszentrum Stolberg gemeinnützige GmbH";;"16";"aktiv";
"32";"Lünen";"KWL St. Paulus GmbH";;"15";"aktiv";
"29";"MLK Berlin";"Martin-Luther-Krankenhaus Berlin";;"14";"inaktiv";
"28";"IKK GesundPlus";"IKK GesundPlus";;"13";"aktiv";
"27";"Kassel";"Klinikum Kassel GmbH";;"12";"aktiv";
"26";"ProDiako";"Pro|Diako gGmbH";"Gesundheits- und Pflegedienstleistungen";"11";"inaktiv";
"25";"Limburg";"Krankenhausgesellschaft St. Vincenz GmbH";"St. Vincenz-Krankenhaus Limburg";"10";"aktiv";
"500";"Kempten";"Klinikum Kempten";;"1148";"inaktiv";
"21";"Helios Pforzheim";"Helios Klinikum Pforzheim GmbH";;"9";"aktiv";
"16";"Bremen-Nord";"Gesundheit Nord gGmbH";"Klinikum Bremen-Nord";"8";"inaktiv";
"15";"Essen-Süd";"St. Josef Krankenhaus Essen-Werden GmbH";;"7";"inaktiv";
"14";"Vinzenz Pallotti";"Vinzenz Pallotti Hospital";;"6";"inaktiv";
"13";"EVK Gelsenkirchen";"Ev. Kliniken Gelsenkirchen";;"5";"inaktiv";
"11";"Mühldorf";"Kliniken Kreis Mühldorf am Inn";;"4";"inaktiv";
"10";"Baumann & Nitscher";"Baumann & Nitscher";"Krankenhaus Management GmbH";"3";"inaktiv";
"5";"BMG";"Bischoff & Munnecke GmbH";;"2";"inaktiv";
"7";"MHG";"Marienhospital Gelsenkirchen GmbH";;"1";"inaktiv";
"500";"Nedtwig";"Nedtwig";;"1004";"inaktiv";
"500";"Dörsing";"DD Dörsing";"Unternehmensberatung";"1006";"inaktiv";
"500";"Die Radiologen Regensburg";"Die Radiologen Regensburg / Regenstauf";"Radiologische Gemeinschaftspraxis";"1007";"inaktiv";
"484";"mobilcom-debitel shop";"mobilcom-debitel Shop GmbH";"Ein Unternehmen der freenet Group";"1009";"inaktiv";
"485";"Syntela";"Syntela";"IT-Diesntleistungs GmbH";"1010";"inaktiv";
"500";"MVZ Waldkraiburg";"MVZ Waldkraiburg";"Medizinisches Versorgunszentrum dres. Englmaier";"1011";"inaktiv";
"500";"Radiologiezentrum Peine";"Radiologie Zentrum Peine";;"1012";"inaktiv";
"500";"Röntgengemeinschaftspraxis Berlin-Pankow";"Screening-Einheit Berlin 02";"Dr. med. Ralph Dzyuballa, Dipl.-Med. Marina Ortmann";"1013";"inaktiv";
"500";"Vincentius Karlsruhe";"St. Vincentius-Kliniken gemeinnützige Aktiengesellschaft";;"1014";"inaktiv";
"561";"Mammographie BW";"Zentrale Stelle Mammographie-Screening";"Baden-Württemberg";"1015";"inaktiv";
"481";"Bad Pyrmont";"Ev. Bathildiskrankenhaus Bad Pyrmont gGmbH";;"1016";"inaktiv";
"500";"KH Hubertus";"Ev. Krankenhaus HUbertus";;"1017";"inaktiv";
"1091";"Mutterhaus Trier";"KLINIKUM MUTTERHAUS DER BORROMÄERINNEN";"Akademisches Lehrkrankenhaus der Johannes Gutenberg-Universi";"1018";"aktiv";
"500";"QVAuctor";"QV Auctor";"Room 1203, 12/F, Tower 3";"1019";"aktiv";
"506";"Fachklinik München";"Fachkliniken München AG";;"1020";"aktiv";
"513";"Mammographie Westsachsen";"Mammographie Westsachsen";;"1021";"inaktiv";
"500";"Informatics";"Informatics Systemhaus GmbH & Co. KG";;"1022";"aktiv";
"500";"Mammographie Niedersachsen Ost";"Mammographie-Screening-Einheit";"Niedersachsen Ost";"1024";"inaktiv";
"500";"Sana Lübeck";"Sana Kliniken Lübeck GmbH";;"1025";"inaktiv";
"488";"Orthopädie Heidelberg";"UniversitätsKlinikum Heidelberg";"Stiftung Orthopädische Universitätsklinik";"1026";"inaktiv";
"502";"ALPHA Business";"proALPHA GmbH";;"1027";"inaktiv";
"492";"Controlling UK Heidelberg";"Universitätsklinikum Heidelberg";"Geschäftsbereich 2";"1028";"inaktiv";
"500";"Tumorzentrum Chemnitz";"Tumorzentrum Chemnitz e. V. ";;"1029";"inaktiv";
"500";"Tumorzentrum Augsburg";"Tumorzentrum Augsburg";;"1146";"inaktiv";
"500";"Lakal";"LAKAL GmbH";;"1030";"inaktiv";
"500";"Kursana";"Kursana Residenz Hamburg Niendorf";;"1031";"inaktiv";
"500";"Frau Cremaschi";"Cremaschi";"Liana";"1032";"inaktiv";
"495";"UKE Kopf- und Neurozentrum";"UKE Kopf- und Neurozentrum";;"1033";"aktiv";
"500";"CK Osnabrück";"Christliches Kinderhospital Osnabrück GmbH ";;"1034";"inaktiv";
"985";"DRK Kliniken Berlin";"Deutsches Rotes Kreuz Schwesternschaft Berlin";"Gemeinnützige Krankenhaus GmbH";"1035";"aktiv";
"500";"Hank Schiffers";"Schiffers";;"1036";"inaktiv";
"500";"DRK Berlin Westend";"DRK-Kliniken Berlin Westend";;"1037";"inaktiv";
"498";"IMRIS";"IMRIS Germany GmbH";;"1038";"inaktiv";
"878";"TK";"Techniker Krankenkasse";;"1039";"inaktiv";
"496";"ZED";"ZED GmbH -  Zentrale Dienste";;"1040";"aktiv";
"500";"Uni Regensburg";"Universitätsklinikum Regensburg";;"1041";"inaktiv";
"500";"ulrich medical";"ulrich GmbH & Co. KG";;"1042";"inaktiv";
"500";"AKDB";"AKDB AöR";;"1043";"inaktiv";
"619";"Klinikum München";"Städtisches Klinikum München gGmbH";;"1045";"aktiv";
"500";"Eitorf";"St. Franziskus Krankenhaus Eitorf gGmbH";;"1046";"inaktiv";
"500";"KV Bayern";"Kassenärztliche Vereinigung Bayerns";;"1047";"inaktiv";
"500";"OsteMed Bremervörde";"OsteMed Kliniken und Pflege GmbH";"Klinik Bremervörde";"1048";"inaktiv";
"503";"Abfall-Service Osterholz";"Abfall-Service Osterholz GmbH";;"1049";"aktiv";
"500";"Vilshofen";"Landkreis Passau Gesundheitseinrichtungen";;"1050";"inaktiv";
"521";"Helios Niederberg";"Helios Klinikum Niederberg gGmbH";;"1051";"aktiv";
"505";"Sana Ostholstein";"Sana Kliniken Ostholstein GmbH";;"1052";"inaktiv";
"500";"OINK Media";"OINK Media GmbH";;"1053";"inaktiv";
"1186";"Sana IT Services Berlin";"Sana IT Services GmbH ";;"1054";"aktiv";
"500";"Neumünster";"FEK-Friedrich-Ebert-Krankenhaus Neumünster GmbH";;"1055";"inaktiv";
"523";"Sana Biberach";"Sana Kliniken Landkreis Biberach GmbH ";;"1056";"aktiv";
"504";"Consus";"consus.health GmbH ";;"1057";"aktiv";
"500";"St. Franziskus Köln";"St. Franziskus-Hospital Köln";;"1058";"inaktiv";
"519";"Uni Heidelberg ZIM";"Universitätsklinikum Heidelberg";"Zentrum für Informations- und Medizintechnik";"1059";"aktiv";
"500";"Atos";"Atos IT Solutions and Services";;"1060";"inaktiv";
"1054";"Groß-Sand";"Wilhelmsburger Krankenhaus Groß-Sand";;"1061";"aktiv";
"500";"Rheine";"Stiftung Mathias-Spital Rheine";"Milde Stiftung des privaten Rechts";"1062";"inaktiv";
"511";"AMEOS Aschersleben";"AMEOS Klinikum Aschersleben";;"1063";"aktiv";
"518";"AMEOS Bernburg";"AMEOS Klinikum Bernburg";;"1064";"aktiv";
"510";"AMEOS Schönebeck";"AMEOS Klinikum Schönebeck";;"1065";"aktiv";
"579";"6K";"6K-Klinikverbund Schleswig-Holstein";"c/o Westküstenklinikum Heide";"1066";"inaktiv";
"500";"Text:Bild";"Text:Bild";;"1068";"aktiv";
"500";"Amberg-Sulzbach";"Krankenhäuser des Landkreises Amberg-Sulzbach";;"1069";"inaktiv";
"500";"Otto Martin";"Otto Martin Maschinenbau GmbH & Co. KG";;"1070";"inaktiv";
"507";"Otto Maschinenbau";"Otto Maschinenbau GmbH & Co.KG";;"1071";"aktiv";
"512";"Glaxo";"GlaxoSmithKline GmbH & Co. KG ";;"1072";"inaktiv";
"508";"HCB";"Institute for Health Care Business GmbH (HCB)";;"1073";"aktiv";
"500";"Biesterfeld";"Biesterfeld Plastics GmbH";;"1074";"inaktiv";
"509";"WiProMa ";"WiProMa GmbH";;"1075";"aktiv";
"500";"Capio";"Capio Deutsche Klinik GmbH";;"1076";"inaktiv";
"520";"CIP";"Centrum für Integrative Psychotherapie CIP GmbH";;"1077";"inaktiv";
"524";"Koop Mammographie ";"Kooperationsgemeinschaft Mammographie";;"1078";"inaktiv";
"500";"WCT";"WCT World Container Trading GmbH";;"1079";"inaktiv";
"500";"DRK Luckenwalde";"DRK-Krankenhaus Luckenwalde";;"1080";"inaktiv";
"500";"Bales Consulting";"Bales Consulting";;"1081";"inaktiv";
"580";"Mariahilf Mönchengladbach";"Kliniken Maria Hilf GmbH";;"1082";"inaktiv";
"500";"Erziehungsverein";"Neukirchener Erziehungsverein";;"1083";"inaktiv";
"500";"OSB Siegburg";"OSB Krankenhausmanagement";;"1084";"inaktiv";
"500";"OSB Krankenhausmanagement";"OSB Krankenhausmanagement";;"1085";"inaktiv";
"774";"Eisenberg";"Waldkliniken Eisenberg GmbH";;"1086";"aktiv";
"500";"Vinzenz Klinik";"Vinzenz von Paul Kliniken gGmbH";;"1087";"inaktiv";
"514";"Marienhospital Stuttgart";"Marienhospital Stuttgart";;"1088";"aktiv";
"516";"AMS";"American Medical Systems Deutschland GmbH";;"1089";"inaktiv";
"500";"Inet";"""inet""-logistics GmbH";;"1090";"inaktiv";
"500";"EK Weende";"Evangelisches Krankenhaus Göttingen-Weende";;"1091";"inaktiv";
"500";"Happyware";"Happyware IT-Distributions GmbH";;"1092";"inaktiv";
"515";"Uni Greifswald Medizincontrolling ";"Universitätsmedizin Greifswald";"Informationstechnologie";"1093";"aktiv";
"500";"Klinikverbund Bremen";"Gesundheit Nord gGmbH";"Klinikverbund Bremen";"1094";"aktiv";
"792";"Abbott";"Abbott";;"1397";"inaktiv";
"793";"Mülheim";"Evangelisches Krankenhaus Mülheim";"Ein Haus der ATEGRIS";"1398";"aktiv";
"500";"modularweb";"modularweb GmbH & Co.KG";;"1096";"inaktiv";
"803";"DKGEV";"Deutsche Krankenhausgesellschaft e.V.";;"1095";"aktiv";
"970";"St. Georg IT";"St. Georg IT Gesellschaft mbH";;"1097";"aktiv";
"500";"Uniklinikum Frankfurt";"Klinikum der Johann Wolfgang Goethe-Universität";;"1098";"inaktiv";
"500";"WTZ";"Westdeutsches Tumorzentrum Essen (WTZ)";;"1099";"inaktiv";
"517";"Heinrich-Braun-Klinikum";"Heinrich-Braun-Klinikum";;"1100";"aktiv";
"500";"Züblin";"Ed. Züblin AG";;"1101";"inaktiv";
"500";"Nycomed";"Nycomed Germany Holding GmbH";;"1102";"inaktiv";
"500";"ifunds";"ifunds germany GmbH";;"1104";"aktiv";
"500";"saludis";"saludis gGmbh";;"1105";"inaktiv";
"677";"NEXUS VS";"NEXUS AG";;"1106";"inaktiv";
"500";"St. Franziskus Ahlen";"St. Franziskus-Hospital Ahlen GmbH";;"1107";"inaktiv";
"500";"Panorama-Klinik";"Reha-Klinik Panorama GmbH";;"1108";"inaktiv";
"500";"Sana DGS";"Sana DGS GmbH";;"1109";"inaktiv";
"500";"Meona";"Meona GmbH";;"1110";"aktiv";
"500";"St. Augustinus";"St. Augustinus Gelsenkirchen GmbH";;"1111";"aktiv";
"500";"HaSpa";"Hamburger Sparkasse AG ";;"1113";"inaktiv";
"500";"Otto Group";"Otto GmbH & Co KG";;"1114";"inaktiv";
"527";"Mammographie Niedersachsen Nordwest";"Mammographiescreening Niedersachsen Nordwest";;"1115";"inaktiv";
"500";"Radiologie Konstanz";"Gemeinschaftspraxis für Diagnostische Radiologie,";"Strahlentherapie und Nuklearmedizin";"1116";"inaktiv";
"522";"nova clinic";"nova clinic";;"1117";"aktiv";
"534";"RHM Kliniken";"RHM Klinik- und Altenheimbetriebe B.V.&Co.KG";"c/o MEDIAN Kliniken Unternehmenszentrale";"1118";"aktiv";
"624";"Philips";"Philips GmbH Market DACH";;"1119";"aktiv";
"525";"Sana Wismar";"Sana Hanse-Klinikum Wismar GmbH";;"1120";"inaktiv";
"533";"Hospigate";"HospiGate GmbH";;"1121";"inaktiv";
"500";"Schütz";"Herr Schütz";;"1122";"inaktiv";
"928";"BDO Köln";"BDO AG";"Wirtschaftsprüfungsgesellschaft";"1123";"inaktiv";
"500";"Visus";"VISUS Technology Transfer GmbH";;"1124";"inaktiv";
"500";"Kleinikauf";"Kleinikauf GbR";;"1125";"aktiv";
"646";"GKV";"GKV-Spitzenverband";;"1126";"inaktiv";
"500";"HEH";"Herzogin Elisabeth Hospital";;"1127";"inaktiv";
"500";"ITEBO";"ITEBO GmbH";;"1128";"inaktiv";
"500";"Schön Klinik Eilbek";"Schön Klinik Hamburg Eilbek";;"1130";"inaktiv";
"531";"Jungheinrich AG";"Jungheinrich AG";"VK-B";"1131";"inaktiv";
"528";"Bethanien Chemnitz";"Management- und Servicegesellschaft für soziale Einrichtungen mbH";;"1132";"inaktiv";
"500";"edia.con";"edia.con gGmbH ";;"1133";"inaktiv";
"500";"Pomerania Verein";"Kommunalgemeinschaft Europaregion POMERANIA e.V. ";;"1134";"inaktiv";
"500";"Inaktiv: Bethanien Service Chemnitz";"Management- und Servicegesellschaft für soziale Einrichtungen mbH";;"1135";"inaktiv";
"500";"3M";"3M - Health Information System";;"1136";"aktiv";
"529";"Electric Paper Infosysteme";"Electric Paper Informationssysteme GmbH";;"1139";"aktiv";
"500";"agfa";"Agfa HealthCare GmbH ";;"1147";"aktiv";
"535";"Klinikverbund Kempten-Oberallgäu";"Klinikverbund Allgäu gGmbH";;"1149";"aktiv";
"532";"Weißenhorn";"Stiftungsklinik Weißenhorn";;"1150";"aktiv";
"564";"Asklepios Westerland";"Asklepios Nordseeklinik Westerland GmbH";;"1151";"aktiv";
"530";"Malteser Duisburg";"Malteser St. Anna gemeinnützige GmbH";;"1152";"inaktiv";
"500";"Friedrichshafen";"Klinikum Friedrichshafen GmbH";;"1153";"inaktiv";
"1168";"Carthago";"Carthago Reisemobilbau GmbH ";;"1154";"inaktiv";
"500";"Mediclin Crivitz";"MediClin Krankenhaus am Crivitzer See";;"1155";"inaktiv";
"500";"LADR";"LADR Medizinisches Versorgungszentrum Dres. Bachg, Haselhorst & Kollegen Recklinghausen - Dortmund GbR";;"1156";"inaktiv";
"500";"BKK Essanell";"BKK Essanell";"Körperschaft des öffentlichen Rechts";"1158";"inaktiv";
"536";"GÖK";"GÖK Consulting GmbH";;"1159";"aktiv";
"500";"Kempten Oberallgäu";"Klinikverbund Kempten-Oberallgäu gGmbH";;"1160";"inaktiv";
"500";"Prohumago";"Prohumago";"GmbH & Co. KG";"1161";"inaktiv";
"500";"König-Ludwig-Haus";"Orthopädische Klinik König-Ludwig-Haus";"Würzburg";"1163";"inaktiv";
"557";"LWL Marsberg";"LWL-Klinik Marsberg";;"1164";"aktiv";
"500";"Tumorzentrum Suhl";"Regionales Tumorzentrum Suhl e.V.";;"1145";"inaktiv";
"500";"Mammascreening Sachsen-Anhalt Süd ";"Mammascreening Sachsen-Anhalt Süd ";;"1165";"inaktiv";
"500";"HSBC";"HSBC";;"1167";"inaktiv";
"500";"Herz Jesu Wien";"Herz Jesu Krankenhaus GesmbH";;"1168";"inaktiv";
"500";"Klinik München-Bogenhausen";"Chirurgische Klinik München-Bogenhausen GmbH";;"1169";"inaktiv";
"500";"BKK Nordwest";"BKK Landesverband Nordwest";"Hauptverwaltung Hamburg";"1170";"inaktiv";
"500";"Range+Heine";"Range + Heine GmbH";;"1171";"inaktiv";
"500";"Labor Osnabrück";"Laborarztpraxis Osnabrück";;"1172";"inaktiv";
"500";"LWV Hessen";"Landeswohlfahrtsverband Hessen";;"1174";"inaktiv";
"538";"rku";"rku.it GmbH";;"1175";"aktiv";
"500";"Radserv";"RADSERV GmbH";"Dienstleistungen für Radiologische Praxen";"1176";"inaktiv";
"537";"Sana Karl-Olga";"Karl-Olga-Krankenhaus GmbH";;"1177";"aktiv";
"539";"SOA Vision GmbH";"SOA Vision GmbH";;"1178";"aktiv";
"541";"Algesiologikum";"Algesiologikum GmbH";;"1179";"inaktiv";
"542";"Schön Nürnberg Fürth";"Schön Klinik Nürnberg Fürth";;"1180";"inaktiv";
"545";"Dungs GmbH Urbach";"Karl Dungs GmbH & Co. KG";;"1182";"inaktiv";
"548";"Klinikum Hannover";"Klinikum Region Hannover GmbH";;"1185";"aktiv";
"550";"solve2access";"solve2access";;"1186";"inaktiv";
"551";"KV Sachsen-Anhalt";"Kassenärztliche Vereinigung Sachsen-Anhalt";;"1187";"inaktiv";
"556";"Stephan Heumann";"Stephan Heumann";;"1189";"inaktiv";
"559";"Eppendorf";"Eppendorf AG";;"1191";"inaktiv";
"562";"Premium Tech";"Premium Tech";"IT Services & More";"1192";"aktiv";
"563";"item";"item Industrietechnik GmbH";;"1193";"inaktiv";
"565";"Diagnostikum Berlin";"Diagnostikum Berlin";;"1194";"inaktiv";
"566";"RSG";"RSG Report Solution GmbH";;"1195";"aktiv";
"567";"Cosmo";"Cosmo Consult BI GmbH";;"1196";"inaktiv";
"568";"Reply";"Syskoplan Reply";;"1197";"inaktiv";
"569";"Ratiopharm";"Ratiopharm";"Merckle GmbH";"1198";"inaktiv";
"570";"Herz Bad Krozingen";"Universitäts Herzzentrum Freiburg Bad Krozingen";;"1199";"aktiv";
"571";"Heinrich Heine Universität Düsseldorf";"Heinrich Heine Unsiversität";;"1200";"inaktiv";
"572";"unitrend";"unitrend GmbH";;"1201";"inaktiv";
"573";"Samedi";"Samedi GmbH";;"1202";"inaktiv";
"575";"Nehlsen Bremen GmbH & Co. KG";"Nehlsen Bremen GmbH & Co. KG";;"1203";"inaktiv";
"576";"Modus";"MODUS Consult AG";;"1204";"inaktiv";
"577";"Schwarzach";"KARDINAL SCHWARZENBERG\'SCHES KRANKENHAUS BETRIEBSGES.M.B.H.";;"1205";"inaktiv";
"578";"Hochtaunus Bad Homburg";"Hochtaunus-Kliniken gGmbH ";;"1206";"aktiv";
"581";"Angeborene Herzfehler";"Nationales Register für Angeborene Herzfehler e. V.";;"1207";"aktiv";
"582";"Herz München";"Klinikum der Technischen Universität München (TUM Klinikum)";"Deutsches Herzzentrum München";"1208";"aktiv";
"583";"nwmedsales";"nw-medsales Consulting";"Norbert Wegerer";"1209";"inaktiv";
"584";"Norbert Wegerer";"Norbert Wegerer nw-medsales Consulting  ";;"1210";"inaktiv";
"585";"McKinsey Zürich";"McKinsey & Company";;"1211";"inaktiv";
"586";"DGfM";"Deutsche Gesellschaft für Medizincontrolling e.V.";;"1212";"inaktiv";
"587";"petitsoleil";"petit soleil";;"1213";"inaktiv";
"588";"Uni Würzburg";"Universitätsklinikum Würzburg";"Anstalt des öffentlichen Rechts";"1214";"aktiv";
"589";"Hirschmann";"Hirschmann Automotive GmbH";;"1215";"inaktiv";
"590";"Alakoc";"Deniz Alakoc";;"1216";"inaktiv";
"591";"Scherbaum";"Frank Scherbaum";;"1217";"inaktiv";
"592";"KMG";"KMG Kliniken SE";;"1218";"aktiv";
"595";"FGD";"FGD ";" Medizinische Trägergesellschaft GmbH ";"1220";"aktiv";
"596";"DMI";"DMI-Systems AG";;"1221";"inaktiv";
"597";"Havelhöhe";"Gemeinschaftskrankenhaus Havelhöhe";"gGmbH";"1222";"aktiv";
"598";"Diagnosticum Ingolstadt";"Diagnosticum Ingolstadt";;"1223";"inaktiv";
"600";"Johanniter Rheinhausen";"Johanniter-Krankenhaus Rheinhausen GmbH";;"1225";"inaktiv";
"601";"VK Mühlen Hamburg";"VK MÜHLEN AKTIENGESELLSCHAFT";;"1226";"inaktiv";
"602";"IPG Mediabrands";"IPG Mediabrands";;"1227";"inaktiv";
"603";"EON IT Essen";"E.ON IT GmbH";;"1228";"inaktiv";
"605";"Tabea Hamburg";"Krankenhaus Tabea GmbH & Co. KG";;"1230";"inaktiv";
"606";"Boston Scientific";"Boston Scientific Medizintechnik GmbH";"IS DACH";"1231";"inaktiv";
"607";"PMD";"PMD";;"1232";"inaktiv";
"608";"real,-";"real,- Group Holding GmbH";;"1233";"inaktiv";
"612";"VU Arge";"Versorgungsunternehmen ";"Arbeitsgemeinschaft";"1237";"inaktiv";
"611";"STRABAG Köln";"STRABAG AG ";;"1236";"inaktiv";
"616";"Heilig Geist-Krankenhaus Köln";"Heilig Geist-Krankenhaus GmbH";;"1239";"inaktiv";
"617";"PPMC";"ppmc ag";;"1240";"inaktiv";
"618";"BRVZ";"BRVZ Bau-Rechen- und Verwaltungszentrum GmbH & Co. KG";"Servicebetrieb der STRABAG SE";"1241";"inaktiv";
"620";"Informatec";"iNFORMATEC Ltd.liab.Co. ";;"1242";"inaktiv";
"623";"EBK";"EBK Krüger GmbH & Co. KG";;"1245";"inaktiv";
"621";"TDS";"TDS HR SERVICES & SOLUTIONS GMBH";;"1243";"aktiv";
"622";"Krammer & Partner";"Krammer & Partner GmbH";;"1244";"aktiv";
"626";"Goldberg-Klinik";"Goldberg-Klinik Kelheim GmbH";;"1247";"aktiv";
"627";"Asklepios Bad Abbach";"Asklepios Klinikum Bad Abbach GmbH";;"1248";"inaktiv";
"628";"Schön Prien";"Schön Klinik Holding SE";;"1249";"aktiv";
"629";"Mainkofen";"Bezirksklinikum Mainkofen ";;"1250";"inaktiv";
"630";"Aufwind";"Aufwind Consulting";;"1251";"inaktiv";
"632";"xax";"xax managing data & information GmbH";;"1253";"inaktiv";
"633";"Bethesda Mönchengladbach";"Evangelisches Krankenhaus Bethesda Mönchengladbach GmbH";;"1254";"inaktiv";
"634";"Inter Mannheim";"INTER Versicherungsgruppe Mannheim";;"1255";"inaktiv";
"635";"Klinikum Karlsruhe";"Städtisches Klinikum Karlsruhe gGmbH";;"1256";"inaktiv";
"636";"St. Marienwörth Kreuznach";"Krankenhaus St. Marienwörth";"Franziskanerbrüder vom Heiligen Kreuz e.V.";"1257";"inaktiv";
"637";"Krankenhaus- und Altenheimdirektion München";"Krankenhaus- und Altenheimdirektion";"Kongregation der Barmherzigen Schwestern  vom hl. Vinzenz von Pau";"1258";"inaktiv";
"638";"Sachsenhausen";"Krankenhaus Sachsenhausen ";"Deutscher Gemeinschafts-Diakonieverband GmbH";"1259";"inaktiv";
"639";"casusQuo";"casusQuo GmbH";;"1260";"inaktiv";
"640";"KAV Ehringshausen";"Kaiserin-Auguste-Victoria-Krankenhaus GmbH";;"1261";"inaktiv";
"641";"Uni Tübingen Frauenklinik";"Universitäts- Frauenklinik Tübingen";;"1262";"inaktiv";
"642";"Klinikum Bad Salzungen";"Klinikum Bad Salzungen GmbH";;"1263";"inaktiv";
"643";"BDH-Klinik";"BDH-Klinik Hessisch Oldendorf GmbH";;"1264";"inaktiv";
"644";"Helios Reha Damp";"HELIOS Rehaklinik Damp";;"1265";"aktiv";
"645";"Uni Heidelberg Thorax";"Thoraxklinik-Heidelberg gemeinnützige GmbH mit beschränkter Haftung";;"1266";"inaktiv";
"648";"RSP Wiehl";"RSP Reinhard Salaske & Partner Unternehmensberatung GmbH";;"1268";"inaktiv";
"649";"Detect Value";"Detect Value GmbH";;"1269";"inaktiv";
"651";"Mehrwerk";"Mehrwerk AG";;"1271";"aktiv";
"652";"BI4U";"BI4U GmbH";;"1272";"inaktiv";
"653";"IMIBE";"Institut für Medizinische Informatik, Biometrie und Epidemiologie";"Universitätsklinikum Essen";"1273";"inaktiv";
"655";"Dillingen";"Kreiskliniken Dillingen-Wertingen gemeinnützige GmbH";;"1275";"aktiv";
"656";"AUGENKLINIK BELLEVUE";"AUGENKLINIK BELLEVUE";;"1276";"inaktiv";
"657";"Flury Stiftung";"Flury Stiftung";;"1277";"inaktiv";
"658";"Lippspringe";"Medizinisches Zentrum für Gesundheit Bad Lippspringe GmbH";;"1278";"inaktiv";
"659";"Navax";"Navax";;"1279";"inaktiv";
"660";"MKK";"Mühlenkreiskliniken";"AöR";"1280";"aktiv";
"661";"PWC Düsseldorf";"PricewaterhouseCoopers GmbH";"Wirtschaftsprüfungsgesellschaft";"1281";"inaktiv";
"662";"Niels-Stensen";"Niels-Stensen-Kliniken GmbH";;"1282";"aktiv";
"663";"Praxis Gruppe Schweiz";"Praxis Gruppe Schweiz AG";;"1283";"aktiv";
"666";"Gelnhausen";"Main-Kinzig-Kliniken GmbH";;"1284";"inaktiv";
"667";"MK Kliniken";"Main-Kinzig-Kliniken GmbH";;"1285";"aktiv";
"669";"DOC Holding";"Deutsches Onkologie Centrum Holding GmbH";;"1286";"inaktiv";
"670";"RKU Ulm";"Universitäts- und Rehabilitationskliniken Ulm ";;"1287";"aktiv";
"671";"Medinos Sonneberg";"MEDINOS Kliniken des Landkreises Sonneberg GmbH";;"1288";"inaktiv";
"673";"ModelCitizens";"Model Citizens Ltd";;"1290";"inaktiv";
"675";"AGENON";"AGENON Gesellschaft für Unternehmensentwicklung im Gesundheitswesen mbH ";;"1291";"inaktiv";
"676";"Kreutzer";"Kreutzer Logistic Consult";;"1292";"inaktiv";
"678";"Heidenheim";"Klinikum Heidenheim";;"1293";"inaktiv";
"679";"St. Joseph Krankenhaus Berlin";"St. Joseph Krankenhaus";"Berlin-Tempelhof GmbH";"1294";"inaktiv";
"680";"medicalCommunications";"medicalCommunications";"Soft- und Hardware GmbH";"1295";"inaktiv";
"681";"sectra";"Sectra Medical Systems GmbH";;"1296";"inaktiv";
"682";"Uni Bonn";"Universitätsklinikum Bonn ";;"1297";"inaktiv";
"683";"Paul Hartmann AG";"Paul Hartmann AG";;"1298";"inaktiv";
"684";"tricontes360";"tricontes360 Verwaltung Hamburg GmbH";;"1299";"aktiv";
"685";"Koblenz-Mayen";"Gemeinschaftsklinik Koblenz-Mayen";;"1300";"inaktiv";
"686";"Klinikum Fürth";"Klinikum Fürth";;"1301";"inaktiv";
"687";"Waldfriede";"Krankenhaus Waldfriede e.V.";;"1302";"aktiv";
"688";"Artemed Berlin";"Artemed SE";;"1303";"aktiv";
"689";"BIOrg-Team";"BIOrg-Team";;"1304";"inaktiv";
"690";"netzlaboranten";"netzlaboranten GmbH";;"1305";"aktiv";
"691";"Deggendorf";"DONAUISAR Klinikum ";"Deggendorf-Dingolfing-Landau gKU";"1306";"aktiv";
"694";"ControllingConsult";"ControllingConsult";;"1307";"aktiv";
"694";"REDCOM Unternehmensberatung  GmbH";"REDCOM Unternehmensberatung ";"im Gesundheitswesen GmbH";"1309";"inaktiv";
"697";"CMK";"CMK Krankenhausberatung GmbH";;"1310";"inaktiv";
"698";"LVR Bedburg-Hau";"LVR-Klinik Bedburg-Hau";;"1311";"inaktiv";
"699";"Rehazentrum Schwerin";"Rehazentrum Schwerin";;"1312";"inaktiv";
"700";"Klinikum Osnabrück";"Klinikum Osnabrück GmbH ";;"1313";"inaktiv";
